question,total_token_counts
"가정의 소득이 평균보다 낮은데, 법적 문제에 직면하고 있어요",3277
법적 문제가 있지만 저렴한 도움을 받을만한 곳이 어디 있는지 모르겠어요,2212
법률 서비스가 비싸다는 얘기를 들었어요,2197
시각 장애가 있어서  시청이 어려워요,2228
최근에 청각 장애가 생겨서  시청을 그리워해요,1878
청각 장애와 시각 장애가 모두 있어서 를 즐기는 게 어려워요,2774
노인 아버지께서 를 듣기도 보기도 어려워하셔요,2521
제 아이가 청각 장애가 있어서  내용을 완전히 이해하기 어려워해요,4222
나는 최근에 새로운 도시로 이사를 왔는데 차가 없어서 출퇴근과 장보기가 점점 어려워지고 있어요,2551
요즘 너무 스트레스를 많이 받고 지치고 있어서 어떻게 대처해야 할지 모르겠어요,2684
저는 몸에 장애가 있어서 집에서 움직이기가 힘들어요,2176
저는 싱글 부모이고 일과 아이를 돌보는 것을 균형있게 유지하기가 어려워요,3864
저는 노인이고 자주 외로움을 느끼는데 누군가와 이야기 나눌 수 있는 사람이 있으면 좋겠어요,2533
"최근에 저는 신체 장애로 진단을 받았고, 휠체어 이용이 가능한 주차공간을 찾기가 어렵습니다",2181
저는 노인 부모님의 치매로 인해 일상 생활에서 이동이 어렵습니다,2544
"저는 장애인 복지 기관의 회원이며, 우리는 해당 기관의 차량을 이용해 함께 여행을 자주 합니다",2684
제 배우자는 장애를 가지고 있어 우리가 함께 외출할 때 편리한 주차 옵션을 찾기 어렵습니다,2036
"제 형제는 장애를 가지고 있는데, 그와 함께 이동할 때 자동차를 이용할 필요가 자주 있습니다",2030
"나는 최근 장애로 인해 일자리를 잃고 있고, 새로운 고용 기회를 찾는 데 어려움을 겪고 있어",2668
제 할머니가 최근에 시력이 저하되어 요리와 청소와 같은 일상적인 일에 도움이 필요해,1979
"나는 싱글 부모이고, 내 아이들을 위해 영양가 있는 식사를 구매하기가 어려워",3313
"내 사촌은 전쟁 참전 용사이고, 로 고민하고 있어",1994
"내 이웃은 혼자 살고 있는 노인 여성이고, 종종 외로움과 고립감을 느끼고 있어",1407
우리 가족 중 한 명이 심각한 장애가 있어서 같이 차를 구매해야 합니다,2011
저는 심각한 장애인이고 자기 이름으로 차를 사야 합니다,1575
제 동생과 함께 차를 함께 사려고 합니다,2742
"새 차를 사면 장애인을 위한 세금 면제 조건이 있는데, 어떻게 신청해야 할지 들었습니다",3225
"장애를 가진 친구가 차를 사고 싶다는데, 차에 대한 어떤 세금 면제 혜택을 받을 수 있는지 알려주세요",3231
"최근에 재산을 상속 받았는데, 상속세를 얼마나 내야 할지 잘 모르겠어요",3148
나는 장애가 있어서 일할 수 없어요,2535
"나는 전쟁 참전 재향군인이고, 재정 관리에 어려움을 겪고 있어요",1479
나는 혼자 종합 만족을 얻기 어려운 한 부모입니다,2568
나는 최근에 일자리를 잃어서 취업을 찾기 어려워요,2068
저는 최근에 새로운 도시로 이사를 와서 신체적 장애가 있어요,1337
저희 어머니는 혼자 살고 자주 외로워해요,1628
저는 싱글 부모로서 전일제로 일하고 있어요,3300
제 소득이 적어 건강한 음식을 저와 가족들에게 구입하기 어려워요,1955
저는 최근에 일자리를 잃어서 경제적으로 힘들어요,2092
최근에 장애가 생겨 더 이상 일할 수 없어졌어요,2518
저는 전쟁 참전 용사이며 심각한 질병으로 계속 치료를 받아야 해요,1965
"저는 저소득자이고 기부를 하고 싶은데, 자산을 나누면서 발생하는 세금 문제가 걱정돼요",2948
"어른되신 부모님이 최근에 세상을 떠나셨고, 유산으로 몇 가지 재산을 남겨주셨어요",1916
가족으로부터 상당한 금전 선물을 받았어요,1340
"최근에 시각 장애로 진단 받았는데, 집이나 지역에서 이동하기 힘들어요",2867
독신 부모로서 아이의 기본적인 필요를 충족시키기 어려워요,4160
혼자 살고 있는 노인이라 외로움과 고립감을 자주 느껴요,2958
최근에 일자리를 잃어서 고용을 찾기 어려워요,1979
저는 저소득층이라 의료비를 지불할 여력이 없어요,2203
"최근 건강 이슈로 인해 일자리를 잃었고, 새로운 일자리를 찾는 데 어려움을 겪고 있어요",2108
"저는 싱글 부모이고, 아이를 지원하기 어렵습니다",4482
최근 외로움과 고립감을 느끼고 있어요,3973
"노인 부모님이 혼자 살고 있고, 일상적인 일을 도와줄 수 있는 서비스가 있을까요?",3388
"최근 이 도시로 이사를 왔는데, 여기서 아는 사람이 거의 없어요",1129
"최근에 일자리를 잃었고, 새로운 일자리를 찾는데 어려움을 겪고 있어요",2261
"고령의 어머니가 혼자 살고 있는데, 요리와 청소와 같은 일상적인 일에 어려움을 겪고 있어요",2039
"우리 아이가 최근에 학습 장애로 진단되었고, 어떻게 가장 잘 지원해야 할지 모르겠어요",4279
"요즘 우울증과 불안 증상이 나타나, 일상생활에 영향을 주기 시작했어요",3528
저는 신체적인 장애가 있어 공공 장소를 독립적으로 이동하는 것이 어려워요,1896
최근에 싱글 부모가 되었어요,4032
만성 질병을 진단받고 많은 변화에 적응하기가 힘들어요,2583
팬데믹으로 인해 일자리를 잃었고 생활을 유지하기가 힘들어요,1740
"새로운 도시로 이사 왔는데, 아무도 모르는 상황이라 외로움을 느끼고 있어요",3698
장애가 있어서 기술을 향상시키고 취업 기회를 찾고 싶어요,4121
저는 신체적인 장애로 인해 이동이 어려워요,2492
저는 제한된 기동성으로 인해 일과 약속에 도움이 필요해요,2818
제 장애 때문에 출근하기가 어려워요,2605
제 장애로 인해 자주 나가는 것이 어렵기 때문에 고립된 느낌이 들어요,3635
저는 장애로 인해 혼자서 시장이나 쇼핑을 가는 게 어려워요,2276
"최근에 새로운 직장을 시작했는데, 청각 장애를 가진 동료들과 소통하는 데 어려움을 겪고 있어요",2264
우리 시니어 시민들이 청력 상실 때문에 의료 약속을 이해하는 데 어려움을 겪고 있어요,1834
청각 장애를 가진 조카와 더 잘 소통하기 위해 수화를 배우고 싶어요,3424
제가 청각 장애로 인해 직장에서 차별을 받고 있어요,3123
중요한 변호사와의 회의에서 수화 통역사가 필요해요,1528
매달  요금을 내기가 어려워요,1776
장애인이라 교통비를 감당하기가 어려워요,3255
차량 정기점검 비용을 내기가 어려워요,2303
격려금으로 공과금을 내기가 어려워요,3544
등록 장애인으로서 문화 활동과 공연을 할 돈이 부족해요,4324
저 최근에 싱글맘이 되었어요,3396
제 아이가 발달 지연이라고 진단을 받았어요,3626
저는 장애가 있어서 목욕과 옷갈아입기 같은 일상생활 지원이 필요해요,2539
"저 임신했는데, 출산전 치료를 제대로 받을 수 있도록 도움이 필요해요",3216
저희 가족이 금전적인 어려움을 겪고 있어서 아이들에게 기본 생활 필요물을 제공하기 어려워요,2140
가족 한 명이 실종되었어요,1619
저는 장애를 가진 아이를 키우는데 그 아이가 자꾸 사라져요,3215
저는 한 부모이고 제 아이가 실종되었어요,4318
저희 동네에 한 아이가 실종되었어요,3276
저는 특수교육이 필요한 아이들과 일하고 있는데 그들의 안전을 홍보하고 싶어요,2455
최근에 일자리를 잃어서 경제적으로 힘들어요,2090
"노인 어머니가 혼자 살고 있는데, 요리나 청소와 같은 일상적인 일에 어려움을 겪고 있어요",2185
저는 한 부모로서 특수 필요를 가진 아이가 있어요,3846
최근에 남자친구로부터 학대를 받았어요,2159
상태가 점점 악화되는 광견병 진단을 받은 노인 아버지를 돌봐야 해요,2867
최근에 직장을 잃어서 새로운 일을 찾는데 어려움을 겪고 있어요,1786
저는 특별한 필요를 가진 아이를 키우는데 어려움을 겪고 있어요,3782
노인 부모님이 혼자 살고 일상생활에 어려움을 겪고 계셔서 걱정이에요,2263
저는 혼자 아이들을 키우기 위해 매달 어려움을 겪고 있어요,3755
"최근에 정신 건강 상태에 대한 진단을 받았고, 매우 압도적인 기분이에요",2530
나는 도움이 필요한 싱글맘입니다,2733
"나는 이민자로, 통합과 지원에 관한 정보가 필요합니다",4004
"나는 장애를 가진 사람으로, 취업 기회를 찾고 있습니다",3677
나는 학교에서 어려움을 겪고 있는 10대입니다,2852
나는 외로움과 고립감을 느끼는 노인입니다,3471
아이를 위해 힘들게 혼자 해결하고 있는 싱글 부모입니다,3496
우리 아이는 장애를 가지고 있어 추가적인 지원과 돌봄이 필요합니다,3737
보호시설에서 살고 있는 십대입니다,2151
최근에 직장을 잃어 가족을 부양하는 데 어려움을 겪고 있습니다,2288
"아이가 아동 복지 시설에서 생활하고 있고, 그들의 발달을 지원하고 싶습니다",1582
"안녕하세요, 저는 방금 만 18세가 되었고 최근에 보호청 시스템을 떠났어요",2905
"지금까지 아동 복지 시설에서 지내왔는데, 이제 고등학교를 졸업할 예정이에요",2946
몇 년 전까지 보호청 시스템에서 지냈고 이제 스스로 자립하려고 노력하고 있어요,2249
아동 복지 시스템을 떠난지 얼마 되지 않은 젊은 성인이에요,3471
"보호청 시스템을 떠날 예정이고 독립 생활을 시작하려고 하는데, 지출 관리에 대해 걱정이에요",3208
최근에 일자리를 잃어서 생활이 어려워지고 있어요,2200
저는 싱글 부모이고 저렴한 양육교육시설을 찾기가 어려워요,2323
저는 홀로 사는 노인이고 자주 외로움과 고립감을 느끼고 있어요,2728
저는 신체적 장애가 있어서 목욕과 요리와 같은 일상 생활 도움이 필요해요,2566
가난한 사람이고 식량과 주거와 같은 기본적인 필요품을 감당할 수 없어요,4202
나는 공황증과 압도적인 감정에 시달리는 십대입니다,2525
"저는 특수 교육이 필요한 아이의 부모이고, 집에서 그들의 행동적인 어려움을 관리하는 데 도움이 필요해요",2115
"최근에 일자리를 잃었고, 취업하기가 어려워요",2067
저는 가정 폭력 생존자이며 임시로 안전한 곳이 필요해요,2422
저는 신체 장애를 가진 청년이고 일상 생활 활동과 지역 자원 접근에 도움이 필요합니다,2098
최근에 기분이 매우 좋지 않고 절망적이에요,2224
인터넷 중독으로 고생하고 있어요,1814
"가정, 학교, 지역에서 폭력을 경험하고 있어요",2395
공부에 어려움을 겪고 있고 중퇴를 생각하고 있어요,2441
외로움과 고립감을 많이 느끼고 있어요,4264
"최근에 고등학교를 중퇴했는데, 이제 어떻게 해야 할지 모르겠어요",1818
가정 때문에 정말 스트레스 받고 압박감을 느끼고 있어요,1973
"취업을 찾는 데 어려움을 겪고, 진로에 대해서 막막하게 느껴져요",2248
제 아이가 학교를 빼먹고 참여도가 안 좋아지고 있어요,3634
저는 장애가 있어 일상 생활에서 도움이 필요한데요,2901
나는 방금 학교를 떠난 십대이고 건강 검진을 받고 싶어,3597
내 아이가 방금 9살이 됐는데 건강 상태를 확인하고 싶어요,3741
내 건강이 걱정돼서 혈액 검사도 포함된 검진을 찾고 있어요,3901
친구가 건강 검진을 받아보라고 얘기했는데 어디로 가야 할지 잘 모르겠어요,4251
간염이나  같은 특정 질병에 대해 걱정돼요,2568
지원을 받을 수 있는 믿을 만한 사람이 없어 기본 생활비에 도움이 필요해요,1405
소득이 적어서 아이의 학비와 교과서를 내기 힘들어요,2033
정신 건강에 어려움을 겪고 있어서 상담과 치료에 도움이 필요해요,2235
장애가 있어서 필수 의료 치료와 약물 구매에 도움이 필요해요,2330
문화 활동에 참여하고 새로운 기술을 배우고 싶지만 수단이 없어요,1434
"제가 부모로서, 우리 연령대 아이들에게 건강한 인간관계와 동의에 대해서 가르치고 싶어요",3101
"학교에서 교사로 일하고 있는데, 학생들에게 적절한 나이대별 성 교육을 제공하고 싶어요",2984
저의 지역 사회에서 아이 한 명이 성적 착취 피해를 받고 있을 것 같아서 도움을 주고 싶어요,1585
"성적 학대를 경험한 십대로서, 치유와 회복을 위한 지원이 필요해요",3249
"저의 도시에서 아동 성매매의 유행에 대해 우려되고 있고, 이 문제에 대해 대책을 마련하고 싶어요",1778
내 아이가 인터넷과 스마트폰에 너무 많은 시간을 보내고 있어요,4024
저는 초등학교 학생이고 최근에 인터넷과 스마트폰을 사용하기 시작했어요,1916
제 14살 아이가 식사나 가족 모임 중에도 항상 핸드폰에 묶여 있어요,3649
직장인으로서 저는 종종 소셜 미디어를 둘러보거나 게임을 하면서 핸드폰에 지나치게 많은 시간을 보내곤 해요,2424
우리는 저소득 가정에서 와요,3412
학생인데 학교 일로 엄청 힘들어요,3416
제 아이가 학교에서 잘 적응하지 못하고 사회적 상호작용에 어려움을 겪는 것 같아요,3161
"최근에 이혼했는데, 제 아이의 학업 성취도가 영향을 받는 것 같아서 걱정돼요",1970
"내 십대 자녀가 감정적이고 심리적인 어려움을 겪고 있는데, 이 문제가 학업에도 영향을 주고 있어요",3260
"저는 선생님이고, 학생 한 명이 관심을 잃고 중퇴할 위험이 있어요",2261
가족 문제와 삶의 방향성에 헤매는 젊은 성인입니다,1565
집에서 어려운 시기를 겪고 있는 청소년이 대화 상대가 필요합니다,1911
어려움을 겪은 후 사회로 복귀하는 데 어려움을 겪는 문제 청소년을 알고 있습니다,1908
위기를 겪고 있지만 어디로 가야 할지 모르는 청소년을 도우려 합니다,2778
긴급한 도움이 필요한 청소년을 위한 비상 구조와 임시 숙소 서비스를 제공하는 기관을 찾고 있습니다,2482
청갑기에요,1803
"이른 나이에 있는데, 직업에 대해 매우 헷갈리고 있는 느낌이에요",5534
"제가 학생인데, 공부에 어려움을 겪고 있어요",2371
저는 부모입니다,2005
"저는 중년 여성이고, 외로움과 고립감을 느끼고 있어요",1890
새로 이사온 도시에서 가족이나 친구가 없어서 외로움을 느껴요,1638
최근에 일자리를 잃어서 세금을 내기 힘들어요,1586
요즘 정말 걱정과 스트레스를 많이 느끼고 있어요,2397
저는 한 부모이고 육아 도움이 필요해요,2165
저는 장애가 있어서 요리나 청소와 같은 일상적인 일에 도움이 필요해요,3487
최근에 일자리를 잃어버렸어요,1978
저는 장애를 가지고 있어서 일상생활에 어려움이 있어요,3497
저는 싱글 부모이고 자녀들에게 제공하기가 어려움이 있어요,3601
저는 최근에 이 나라로 이민왔는데 아무도 모르는 상황이에요,2376
저는 노인이고 혼자 살고 있어요,3758
다른 문화를 탐험하고 전 세계 사람들을 만나고 싶은 어린 성인입니다,4456
나는 다른 사람들에게 봉사하고 변화를 만들고 싶어 하는 고등학생입니다,2265
글로벌 이슈와 국제 컨퍼런스에 관심 있는 대학생입니다,3327
나는 불리한 환경에서 왔고 금전적 자원이 제한적입니다,2713
글로벌 네트워크를 확장하고 국제적인 시각을 향상시키고 싶은 젊은 전문가입니다,4684
어린이들에게 리더십 기술을 가르치고 발전시키고 싶은 십대입니다,2570
최근에 새로 이사 온 도시에서 제 아이들이 참여할 수 있는 활동이나 프로그램을 찾기 힘들어요,3146
젊은이들과 함께 일할 때의 지식과 기술을 향상시키고 싶은 선생님입니다,1628
자원봉사에 관심이 있는 십대를 키우는 부모입니다,2163
저희 지역 단체는 청소년 프로그램을 시작하고자 합니다,3383
한국으로 이사와서 언어와 문화에 적응하는 데 어려움을 겪고 있어요,1546
저는 다문화 가정에서 자라고 어딘가에 적응되지 못하는 것 같아요,1476
저는 북한에서 도망온 10대 난민이에요,1703
저는 외국 가족에서 나와 한국 사회에 통합하는 데 어려움을 겪고 있어요,1815
새로운 나라로 이민하는 과정에서 정신 건강 문제에 어려움을 겪고 있어요,1913
최근에 일자리를 잃어버렸고 생활비를 마련하는 데 어려움을 겪고 있어요,1834
저는 혼자서 두 자녀를 키우고 있는 싱글 부모입니다,3595
저는 움직임에 제약이 있는 장애를 가지고 있어요,2961
저는 한 사람으로 살고 있는 노인이에요,3499
최근에 트라우마적인 사건을 겪어서 감정적으로 힘들어요,2447
최근에 한 부모가 되어서 자녀의 고등학교 수업료를 감당하기 힘들어요,2331
"저는 저소득층 가정에서 와서 제 자녀가 곧 고등학교를 시작하게 될 건데, 어떤 재정 지원이 가능한지 알 수 있을까요?",1840
일자리를 잃어서 이제 자녀의 고등학교 경비를 감당하기 힘들어요,2848
"우리 가족은 저소득층에 속하는데, 자녀가 고등학교를 다니고 싶어요",1516
"저는 현재 기초생활수급을 받고 있는데, 내년에 고등학교에 다닐 아이가 있어요",1579
내가 혼자 높은등급으로 다니는 아이에게 식사를 제공하기 힘들어요,3406
제가 장애가 있어서 아이의 급식비를 낼 수가 없어요,2660
우리 가정은 저소득층이라 초등학교 아이에게 학교급식을 제공하기 어려워요,1427
경제적으로 어려움을 겪고 있고 중학교 아이가 학교에서 점심을 못 먹는 일이 많아요,2742
우리 가정은 저소득층이라 유치원 아이의 식사를 도와줄 수 없어요,2923
"제가 긴 시간 일하는 싱글 부모이고, 방과 후 안전하고 생산적인 장소를 찾기 힘들어요",1588
"저는 장애인이고, 요리와 청소와 같은 일상적인 일에 도움이 필요해요",3350
"최근에 일자리를 잃어서 어려움을 겪고 있는데, 취업 기회를 찾는 데 도움이 필요해요",1762
"저는 노인이고, 자주 외로움을 느끼고 고립되어 있어요",3035
"제 아이가 학교에서 뒤처지고 있고, 사설 과외를 감당할 수가 없어요",2751
저는 소득이 적고 제 아이는 학생입니다,2874
저는 한 부모이고 제 아이는 중학교에 다니고 있습니다,2395
"저희는 경제적으로 어려움을 겪고 있고, 고등학생이 있습니다",3293
"저는 기초 생활 보조금 수급자이며, 초등학교 아이가 있습니다",2062
"우리 가족은 소득이 적으며, 다양한 학년에 다니는 자녀들이 있습니다",2381
제가 유일한 부모로서 고생하면서도 제 아이들에게 영양가 있는 식사를 제공하기가 어렵습니다,2204
저는 신체적 활동에 참여하는 것이 어려운 장애를 가지고 있습니다,2656
"최근에 일자리를 잃어버렸고, 집세와 지불해야 할 요금을 감당하기 어렵습니다",2113
"저는 홀로 사는 노인이며, 종종 외로움과 고립감을 느낍니다",2728
저는 특수 교육을 지원하기 위한 자원을 찾고 있습니다,1461
난 저소득이라 자녀들에게 영양가 있는 식사를 제공하기 힘들어,2032
최근에 일자리를 잃어 가족을 위한 식료품을 구매하는 것이 어려워,3981
노인 부모님이 홀로 사는데 음식을 요리하고 준비하는 것이 어려워해,1521
장애가 있어서 장보기와 요리가 어려워,3400
나는 학생인데 캠퍼스에서 음식을 사긴 힘들어서 종종 식사를 거르곤 해,1897
최근에 일자리를 잃어서 매달림을 겪고 있어요,1920
나는 신체적인 장애가 있어서 대중교통을 이용하기가 어려워요,2308
나는 혼자 부모이고 영양가 있는 식사를 어렵게 제공하고 있어요,2428
나의 노인 부모님이 멀리 살고 있어서 걱정이 돼요,3752
나는 최근에 새로운 도시로 이사를 왔어요,1704
"저는 연령이 늦은 10대 여성이고, 특정 감염을 예방하는 백신에 대해 들어본 적이 있어요",3458
"저는 최근에 18세가 되었고, 저는 저소득층 출신입니다",2449
저는 어려운 상황에서 혼자 아이를 키우고 있는 단위모입니다,3466
"제가 경제적인 어려움으로 기초 생활 지원금을 받고 있는데, 제게 관련된 백신 프로그램에 대한 소문을 들었어요",5164
최근에 어려움에 처한 젊은 여성입니다,2383
최근에 일자리를 잃었고 금전적으로 고민하고 있어요,1954
제 아들은 학습 장애가 있어서 학교 동급생들과 따라가는 데 어려움을 겪고 있어요,2219
저는 한 부모이고 아이를 키우는 것이 어려워요,2199
"최근에 새로운 나라로 이사를 왔고, 제 아이가 학교 체제에 적응하는 데 어려움을 겪고 있어요",2546
제가 저소득층 가정에서 와서 자녀에게 교육 자원이나 교외 활동을 제공할 수 없을 것 같아 걱정이에요,4151
저는 저출산 가정에 태어난 고등학생이고 저에게는 많은 잠재력이 있습니다,2860
우리 가족이 현재 금전적 어려움을 겪고 있고 저는 교육을 이어가는 데 어려움이 있습니다,2094
저는 불리한 배경에서 온 중학생입니다,3440
갑작스러운 비상 사태로 인해 공부에 집중하기 어려운 상황입니다,2865
"저는 재능과 잠재력이 많은 고등학생인데, 제 가족은 제 능력을 발전시키기 위한 필수적인 자원을 제공할 수 없습니다",2382
최근에 정신 건강에 문제가 있어서 도움을 어디에 구해야 할지 모르겠어요,2646
최근에 일자리를 잃어서 경제적으로 힘들어지고 있어요,2508
"저는 장애가 있어서 일상 생활에서 도움이 필요한데, 그런 도움을 제공하는 서비스가 있을까요?",2299
저는 싱글 부모이고 자녀 돌봄에 도움이 필요해요,3599
"소득이 적어서 기본 생활 비용을 감당하기 어려운데, 어떻게 해야 할까요?",3775
나는 최근에 고등학교를 졸업하고 중소기업에서 일하고 있어,2281
나는 큰 회사나 비영리 기관에서 일하고 있고 더 나은 교육을 받고 싶지만 등록금을 절반만 내길 수 있어,2154
"나는 현재 회사에서 일하고 있는데, 내가 계속 교육을 받기 위한 재정 지원 자격 요건을 충족하는지 잘 모르겠어",2240
나는 현재 학기에 학업 성적이 좋고 대학 등록금을 도와주는 장학금에 지원하고 싶어,3299
나는 대학 진학을 희망하지만 비용 때문에 걱정돼,3583
최근에 일자리를 잃어서 청구서를 갚기 힘들어요,1564
저는 신체적 장애가 있어서 일상 생활 도움이 필요해요,2931
저는 싱글 부모이고 어린이 돌보기를 감당하기 힘들어요,3310
소득이 적어서 건강 관리를 할 수 없어요,2268
저는 학비를 낼 수 없어서 고민이에요,1681
저는 자녀를 양육하기 위해 힘들게 살고 있는 싱글맘입니다,3109
"최근 회사 내원으로 인해 일자리를 잃었고, 새로운 취업을 찾는데 어려움을 겪고 있습니다",1762
"저는 혼자 사는 노인이며, 집 안에서 일상적인 일들을 처리하기 어려움을 겪고 있습니다",3756
제가 이동에 어려움을 겪는 장애가 있어 대중 교통을 이용하기 어렵습니다,2967
"낮은 소득 가정에서 온 학생이며, 등록금과 교재비를 감당하기 어렵습니다",3123
"저는 아이를 혼자 키우는 싱글맘인데, 저소득 직장을 가지고 있는데 어린이 돌봄비를 감당하기 힘들어요",4371
저는 최근에 직장을 잃어서 집세를 낼 수가 없어요,2310
저는 저소득 가정에서 온 고등학생인데 대학 등록금을 감당할 수 없어요,3830
저는 장애가 있어서 도움이 필요한데 이동성을 향상시킬 보조기기가 필요해요,2699
"저는 혼자 살고 있는 노인이고, 요리와 청소와 같은 일상적인 일을 하는 것에 어려움을 겪고 있어요",3249
지금은 지역 대학에서 예술 전공으로 3학년 학생인데 등록금과 생활비를 감당하기 어려워요,2883
최근에 대학을 졸업했고 예술 분야에서 진로를 추구하고 싶은데 기술을 발전시키기 위해 재정적 지원이 필요해요,2711
스포츠에 대한 열정이 항상 있었지만 고등학생으로서 스포츠 팀 가입과 관련된 비용을 감당하기가 걱정돼요,3705
장애가 있고 체육 교육을 전공 중이에요,2710
"내 아이는 예술에 재능이 있는데, 미술용품과 수업 비용을 감당하기 힘들어요",4570
나는 인문사회과학을 전공하는 2학년 학생이에요,2981
"나는 대학 3학년을 막 시작했는데, 아직 전공을 확정하기 어려워요",2668
제 가정은 경제적으로 여유가 없어서 학비를 감당하기 어렵습니다,2891
제 성적이 좋고 학점을 높게 유지하고 있습니다,2591
"나는 대학 2학년이고, 팬데믹으로 인해 경제적으로 어려움을 겪고 있어요",3206
나는 최근에 고등학교를 졸업했고 대학에 가려고 하는데 등록금을 어떻게 충당해야 할지 걱정이에요,3613
"나는 여러 해동안 같은 회사에서 일하고 있지만, 스킬을 향상시키고 커리어를 진전시키고 싶어요",2696
나는 한 부모로서 아이들의 생활비와 교육비를 제공하는 데 어려움을 겪고 있어요,2851
"나는 최근에 장애를 가졌고, 일상적인 업무와 독립을 유지하는 데 어려움을 겪고 있어요",2517
나는 혼자 사는 노인이고 자주 외로움과 고립감을 느끼고 있어요,3039
대학생인데 부족한 경제적으로 도움을 받기 위해 파트타임 직장을 구하고 있어요,2724
여름 방학 동안 여유 시간이 있어서 생산적인 활동을 하고 싶은데요,3194
대학생인데 경제적으로 힘들어하고 있어요,2961
공부하면서도 좀 더 돈을 벌고 싶은데 어떤 것이 좋을까요?,3088
앞으로의 직업에 도움이 될 프로그램에 참여하고 싶은데 어떤 것을 추천해 주시겠어요?,4445
"대학생으로서 생활비에 고민이 많은데, 어떤 지원을 받을 수 있는 방법이 있을까요?",1934
"지금 4년제 대학에서 공부 중인데, 재정적으로 도움을 받을만한 아이디어가 있을까요?",2682
"대학 재정적 지원이 필요한데, 대학교 학부생을 위한 특별한 옵션은 없을까요?",2362
대학생인데 생활비를 지원해주는 장학금이나 보조금이 있는지 궁금합니다,2395
대학생으로서 일상 생활비에 도움을 받을 수 있는 장학금은 어디를 찾아봐야 할까요?,2478
"최근에 새로운 도시로 이사를 왔는데, 저렴한 주택을 찾기가 어렵습니다",5453
"저는 한 부모이고, 아이의 교육에 어려움을 겪고 있습니다",2121
"저는 장애가 있어서 의료비를 지원받을 도움이 필요한데, 어떤 곳에서 도움을 받을 수 있을까요?",1447
"저는 저소득층 출신이고, 음식과 옷 같은 기본 생필품을 구매하기가 힘듭니다",3348
"저는 최근 이민자로 이곳의 문화에 적응하는 것이 어려운데, 언어 학습과 통합을 도와주는 프로그램이 있을까요?",1518
"저는 대학 3학년 학생인데, 졸업 후 취업이나 사업을 시작하고 싶어요",2904
"현재 원격으로 대학에 다니고 있는데, 수업료를 도와줄 금전적 지원을 찾고 있어요",2189
대학 3학년을 막 마쳤고 다음 학기 등록금을 받을 수 있는 재정적 지원을 받고 싶어요,3096
"전문대 2학년 학생인데, 앞으로 사업을 시작하는 데 도움이 되는 지원을 받고 싶어요",1815
"대학생인데 재정적 지원이 필요한데, 제 전공이 장학금 지원 대상이 아닌 것 같아요",2975
나는 학생이고 대학교 근처에서 저렴한 주택을 찾고 있어요,4958
나는 장애인이고 적합한 주거를 찾기가 어려워요,1859
나는 도시에 새로 이사왔는데 아무도 모르는 것 같아요,1667
나는 저소득층이고 주거비를 감당하기가 힘들어요,3219
나는 최근에 직업을 잃었고 집세를 내기 어려워요,2433
대학생인데 경제적으로 어려움이 있어요,2961
"최근에 일자리를 잃었는데, 집세를 감당하기 힘들어요",1876
노인 어머니가 혼자 사는데 일상 생활에서 도움이 필요해요,1900
저는 장애를 가지고 있어서 취업에 도움이 필요해요,3030
저는 싱글 부모이고 아이들에게 영양식을 제공하기 어려워요,3824
저는 최근에 일자리를 잃어서 빌을 갚는 데 어려움을 겪고 있어요,1767
"저는 아이를 가진 싱글 부모로, 아이를 제대로 돌볼 수 없는 어려움이 있어요",3861
"저는 도움이 필요한 노인으로, 일상 생활에서의 활동을 지원해주는 돈을 내기 힘들어요",3293
저는 장애가 있어서 움직이는 데 도움이 필요한 특별한 장비가 필요해요,2189
"저는 저소득자로, 영양가 있는 식품을 살 수 없어요",2374
최근에 일자리를 잃었고 빌을 갚기 힘들어졌어요,2558
노인 부모님이 심각한 병을 진단받았고 정기적인 의료 관리가 필요해요,2815
저는 싱글 부모이고 어린 아이가 있어요,3895
저는 최근 교통사고로 등을 다쳤어요,2790
가족과 저는 최근 예기치 못한 사정으로 노숙 상태가 됐어요,1743
"대학생인데, 돈을 마련하여 등록금을 내기가 어려워요",3080
"저는 장애를 가지고 있고, 취업을 찾는 데 어려움을 겪고 있어요",2330
제가 최근에 일자리를 잃어서 생계유지에 어려움을 겪고 있어요,1760
"저는 혼자 자녀를 키우고 있는데, 저와 같은 가정을 위한 지원이 있는지 알고 계세요?",3207
저는 노인이 되어서 일상적인 일들을 혼자 처리하기가 힘들어요,3191
최근에 일자리를 잃었고 청구서를 갚는 데 어려움을 겪고 있어요,2118
요즘 매우 불안하고 스트레스 받는 기분이 들어 일상생활에 영향을 주고 있어요,2162
제 아이는 학습 장애가 있어 학교에서 고민을 겪고 있어요,2392
저는 싱글 부모이고 일하는 동안 육아 도움이 필요해요,3487
저는 노인이고 가사 일과 잡일에 도움이 필요해요,2701
최근에 일자리를 잃어서 생활이 힘들어지고 있어요,1653
만성 질병이 있어서 계속해서 치료를 받아야 해요,1891
"저는 싱글 부모이고, 일과 아이 돌봄을 맞추는 게 어려워요",3505
"최근에 장애를 얻었는데, 새로운 환경에 적응하는 게 어렵네요",3702
저는 혼자 사는 노인이에요,3494
"심각한 혈액 장애 진단을 받았는데, 이로 인해 군 복무에 영향을 받고 있습니다",2671
난치성 면역 결핍 장애가 있어서 군 복무가 어렵습니다,2382
몇 년 전에 심한 백혈병 진단을 받았습니다,2076
